Name of the Journal,Website URL,Editor URL,Archive URL,Contact URL,ISSN
Journal of Steroids & Hormonal Science Open Access Journal,https://www.omicsonline.org/steroids-hormonal-science.php,https://www.omicsonline.org/editorialboard-steroids-hormonal-science-open-access.php,https://www.omicsonline.org/archive-steroids-hormonal-science-open-access.php,https://www.omicsonline.org/contact-steroids-hormonal-science-open-access.php, ISSN: 2157-7536
Journal of Surgery [Jurnalul de Chirurgie] Open Access Journal,https://www.omicsonline.org/surgery.php,https://www.omicsonline.org/editorialboard-surgery-open-access.php,https://www.omicsonline.org/archive-surgery-open-access.php,https://www.omicsonline.org/contact-surgery-open-access.php, [Jurnalul de Chirurgie]ISSN: 1584-9341
Journal of Thrombosis and Circulation: Open Access Open Access Journal,https://www.omicsonline.org/thrombosis-circulation-open-access.php,https://www.omicsonline.org/editorialboard-thrombosis-circulation-open-access.php,https://www.omicsonline.org/archive-thrombosis-circulation-open-access.php,https://www.omicsonline.org/contact-thrombosis-circulation-open-access.php, ISSN: 2572-9462
Journal of Thyroid Disorders & Therapy Open Access Journal,https://www.omicsonline.org/thyroid-disorders-therapy.php,https://www.omicsonline.org/editorialboard-thyroid-disorders-therapy-open-access.php,https://www.omicsonline.org/archive-thyroid-disorders-therapy-open-access.php,https://www.omicsonline.org/contact-thyroid-disorders-therapy-open-access.php, ISSN: 2167-7948
Journal of Traditional Medicine & Clinical Naturopathy Open Access Journal,https://www.omicsonline.org/homeopathy-ayurvedic-medicine.php,https://www.omicsonline.org/editorialboard-homeopathy-ayurvedic-medicine-open-access.php,https://www.omicsonline.org/archive-homeopathy-ayurvedic-medicine-open-access.php,https://www.omicsonline.org/contact-homeopathy-ayurvedic-medicine-open-access.php, ISSN: 2573-4555
Journal of Transplantation Technologies & Research Open Access Journal,https://www.omicsonline.org/transplantation-technologies-research.php,https://www.omicsonline.org/editorialboard-transplantation-technologies-research-open-access.php,https://www.omicsonline.org/archive-transplantation-technologies-research-open-access.php,https://www.omicsonline.org/contact-transplantation-technologies-research-open-access.php, ISSN: 2161-0991
Journal of Trauma & Treatment Open Access Journal,https://www.omicsonline.org/trauma-treatment.php,https://www.omicsonline.org/editorialboard-trauma-treatment-open-access.php,https://www.omicsonline.org/archive-trauma-treatment-open-access.php,https://www.omicsonline.org/contact-trauma-treatment-open-access.php, ISSN: 2167-1222
Journal of Tumor Research Open Access Journal,https://www.omicsonline.org/tumor-diagnostics-reports.php,https://www.omicsonline.org/editorialboard-tumor-diagnostics-reports.php,https://www.omicsonline.org/archive-tumor-diagnostics-reports.php,https://www.omicsonline.org/contact-tumor-diagnostics-reports.php, 
Journal of Tumour Research & Reports Open Access Journal,https://www.omicsonline.org/journal-tumour-research-reports.php,https://www.omicsonline.org/editorialboard-journal-tumour-research-reports.php,https://www.omicsonline.org/archive-journal-tumour-research-reports.php,https://www.omicsonline.org/contact-journal-tumour-research-reports.php, 
Journal of Vascular Medicine & Surgery Open Access Journal,https://www.omicsonline.org/vascular-medicine-surgery.php,https://www.omicsonline.org/editorialboard-vascular-medicine-surgery-open-access.php,https://www.omicsonline.org/archive-vascular-medicine-surgery-open-access.php,https://www.omicsonline.org/contact-vascular-medicine-surgery-open-access.php, ISSN: 2329-6925
"Journal of Yoga & Physical Therapy Open Access Journal, Official Journal of Yoga Federation of Russia and Hong Kong Yoga Association",https://www.omicsonline.org/yoga-physical-therapy.php,https://www.omicsonline.org/editorialboard-yoga-physical-therapy-open-access.php,https://www.omicsonline.org/archive-yoga-physical-therapy-open-access.php,https://www.omicsonline.org/contact-yoga-physical-therapy-open-access.php, ISSN: 2157-7595
Malaria Control & Elimination Open Access Journal,https://www.omicsonline.org/malaria-chemotherapy-control-elimination.php,https://www.omicsonline.org/editorialboard-malaria-chemotherapy-control-elimination-open-access.php,https://www.omicsonline.org/archive-malaria-chemotherapy-control-elimination-open-access.php,https://www.omicsonline.org/contact-malaria-chemotherapy-control-elimination-open-access.php, ISSN: 2470-6965
Maternal and pediatric nutrition Open Access Journal,https://www.omicsonline.org/maternal-pediatric-nutrition.php,https://www.omicsonline.org/editorialboard-maternal-pediatric-nutrition.php,https://www.omicsonline.org/archive-maternal-pediatric-nutrition.php,https://www.omicsonline.org/contact-maternal-pediatric-nutrition.php, ISSN 2472-1182
Medical & Surgical Urology Open Access Journal,https://www.omicsonline.org/medical-surgical-urology.php,https://www.omicsonline.org/editorialboard-medical-surgical-urology-open-access.php,https://www.omicsonline.org/archive-medical-surgical-urology-open-access.php,https://www.omicsonline.org/contact-medical-surgical-urology-open-access.php, ISSN: 2168-9857
Medical Reports & Case Studies open-access,https://www.omicsonline.org/medical-reports-case-studies.php,https://www.omicsonline.org/editorialboard-medical-reports-case-studies.php,https://www.omicsonline.org/archive-medical-reports-case-studies.php,https://www.omicsonline.org/contact-medical-reports-case-studies.php, ISSN: 2572-5130
Occupational Medicine & Health Affairs Open Access Journal,https://www.omicsonline.org/occupational-medicine-health-affairs.php,https://www.omicsonline.org/editorialboard-occupational-medicine-health-affairs-open-access.php,https://www.omicsonline.org/archive-occupational-medicine-health-affairs-open-access.php,https://www.omicsonline.org/contact-occupational-medicine-health-affairs-open-access.php, ISSN: 2329-6879
OMICS Journal of Radiology Open Access Journal,https://www.omicsonline.org/radiology.php,https://www.omicsonline.org/editorialboard-radiology-open-access.php,https://www.omicsonline.org/archive-radiology-open-access.php,https://www.omicsonline.org/contact-radiology-open-access.php, ISSN:2167-7964
Oncology & Cancer Case Reports Open Access Journal,https://www.omicsonline.org/oncology-cancer-case-reports.php,https://www.omicsonline.org/editorialboard-oncology-cancer-case-reports.php,https://www.omicsonline.org/archive-oncology-cancer-case-reports.php,https://www.omicsonline.org/contact-oncology-cancer-case-reports.php, ISSN: 2471-8556
Oral Health and Dental Management Open Access Journal Official Journal of London School of Facial Orthotropics,https://www.omicsonline.org/oral-health-dental-management.php,https://www.omicsonline.org/editorialboard-oral-health-dental-management-open-access.php,https://www.omicsonline.org/archive-oral-health-dental-management-open-access.php,https://www.omicsonline.org/contact-oral-health-dental-management-open-access.php, ISSN: 2247-2452
Oral Health Case Reports Open Access Journal,https://www.omicsonline.org/oral-health-case-reports.php,https://www.omicsonline.org/editorialboard-oral-health-case-reports.php,https://www.omicsonline.org/archive-oral-health-case-reports.php,https://www.omicsonline.org/contact-oral-health-case-reports.php, ISSN: 2471-8726
Orthopedic & Muscular System: Current Research Open Access Journal,https://www.omicsonline.org/orthopedic-muscular-system-current-research.php,https://www.omicsonline.org/editorialboard-orthopedic-muscular-system-current-research-open-access.php,https://www.omicsonline.org/archive-orthopedic-muscular-system-current-research-open-access.php,https://www.omicsonline.org/contact-orthopedic-muscular-system-current-research-open-access.php, ISSN: 2161-0533
Otolaryngology: Open Access Open Access Journal,https://www.omicsonline.org/otolaryngology-open-access.php,https://www.omicsonline.org/editorialboard-otolaryngology-open-access.php,https://www.omicsonline.org/archive-otolaryngology-open-access.php,https://www.omicsonline.org/contact-otolaryngology-open-access.php, ISSN: 2161-119X
Pancreatic Disorders & Therapy Open Access Journal,https://www.omicsonline.org/pancreatic-disorders-therapy.php,https://www.omicsonline.org/editorialboard-pancreatic-disorders-therapy-open-access.php,https://www.omicsonline.org/archive-pancreatic-disorders-therapy-open-access.php,https://www.omicsonline.org/contact-pancreatic-disorders-therapy-open-access.php, ISSN: 2165-7092
Pediatrics & Therapeutics Open Access Journal,https://www.omicsonline.org/pediatrics-therapeutics.php,https://www.omicsonline.org/editorialboard-pediatrics-therapeutics-open-access.php,https://www.omicsonline.org/archive-pediatrics-therapeutics-open-access.php,https://www.omicsonline.org/contact-pediatrics-therapeutics-open-access.php, ISSN: 2161-0665
Reconstructive Surgery & Anaplastology Open Access Journal,https://www.omicsonline.org/anaplastology.php,https://www.omicsonline.org/editorialboard-anaplastology-open-access.php,https://www.omicsonline.org/archive-anaplastology-open-access.php,https://www.omicsonline.org/contact-anaplastology-open-access.php, ISSN: 2161-1173
Reports in Disease Markers ,https://www.omicsonline.org/reports-in-disease-markers.php,https://www.omicsonline.org/editorialboard-reports-in-disease-markers.php,https://www.omicsonline.org/archive-reports-in-disease-markers.php,https://www.omicsonline.org/contact-reports-in-disease-markers.php, 
Reports in Thyroid Research ,https://www.omicsonline.org/reports-thyroid-research.php,https://www.omicsonline.org/editorialboard-reports-thyroid-research.php,https://www.omicsonline.org/archive-reports-in-thyroid-research.php,https://www.omicsonline.org/contact-reports-thyroid-research-open-access.php, 
Reproductive System & Sexual Disorders: Current Research Open Access Journal,https://www.omicsonline.org/reproductive-system-sexual-disorders.php,https://www.omicsonline.org/editorialboard-reproductive-system-sexual-disorders-open-access.php,https://www.omicsonline.org/archive-reproductive-system-sexual-disorders-open-access.php,https://www.omicsonline.org/contact-reproductive-system-sexual-disorders-open-access.php, ISSN: 2161-038X
Research and Reports in Medical Sciences Open Access Journal,https://www.omicsonline.org/research-and-reports-medical-sciences.php,https://www.omicsonline.org/editorialboard-research-and-reports-medical-sciences.php,https://www.omicsonline.org/archive-research-and-reports-medical-sciences.php,https://www.omicsonline.org/contact-research-and-reports-medical-sciences.php, 
Surgery: Current Research Official Journal of European Society of Aesthetic Surgery,https://www.omicsonline.org/surgery-current-research.php,https://www.omicsonline.org/editorialboard-surgery-current-research-open-access.php,https://www.omicsonline.org/archive-surgery-current-research-open-access.php,https://www.omicsonline.org/contact-surgery-current-research-open-access.php, ISSN: 2161-1076
Translational Medicine Open Access Journal,https://www.omicsonline.org/translational-medicine.php,https://www.omicsonline.org/editorialboard-translational-medicine-open-access.php,https://www.omicsonline.org/archive-translational-medicine-open-access.php,https://www.omicsonline.org/contact-translational-medicine-open-access.php, ISSN: 2161-1025
Tropical Medicine & Surgery Open Access Journal,https://www.omicsonline.org/tropical-medicine-and-surgery.php,https://www.omicsonline.org/editorialboard-tropical-medicine-surgery-open-access.php,https://www.omicsonline.org/archive-tropical-medicine-surgery-open-access.php,https://www.omicsonline.org/contact-tropical-medicine-surgery-open-access.php, ISSN: 2329-9088
World Journal of Pharmacology and Toxicology ,https://www.omicsonline.org/world-journal-of-pharmacology-toxicology.php,https://www.omicsonline.org/editorialboard-world-journal-of-pharmacology-toxicology.php,https://www.omicsonline.org/archive-world-journal-of-pharmacology-toxicology.php,https://www.omicsonline.org/contact-world-journal-of-pharmacology-toxicology.php, 
Abnormal and Behavioural Psychology Open Access Journal,https://www.omicsonline.org/abnormal-behavioural-psychology.php,https://www.omicsonline.org/editorialboard-abnormal-behavioural-psychology.php,https://www.omicsonline.org/archive-abnormal-behavioural-psychology.php,https://www.omicsonline.org/contact-abnormal-behavioural-psychology.php, ISSN: 2472-0496
Autism-Open Access Official Journal of Autism Community Network,https://www.omicsonline.org/autism.php,https://www.omicsonline.org/editorialboard-autism-open-access.php,https://www.omicsonline.org/archive-autism-open-access.php,https://www.omicsonline.org/contact-autism-open-access.php, ISSN: 2165-7890
Bipolar Disorder: Open Access Open Access Journal,https://www.omicsonline.org/bipolar-disorder.php,https://www.omicsonline.org/editorialboard-bipolar-disorder.php,https://www.omicsonline.org/archive-bipolar-disorder.php,https://www.omicsonline.org/contact-bipolar-disorder.php, ISSN 2472-1077
"Brain Disorders & Therapy Open Access Journal, Official Journal of Bulgarian Society of Neurology (Europe)",https://www.omicsonline.org/brain-disorders-therapy.php,https://www.omicsonline.org/editorialboard-brain-disorders-therapy-open-access.php,https://www.omicsonline.org/archive-brain-disorders-therapy-open-access.php,https://www.omicsonline.org/contact-brain-disorders-therapy-open-access.php, ISSN: 2168-975X
Clinical Neuropsychology: Open Access Open Access Journal,https://www.omicsonline.org/clinical-neuropsychology.php,https://www.omicsonline.org/editorialboard-clinical-neuropsychology.php,https://www.omicsonline.org/archive-clinical-neuropsychology.php,https://www.omicsonline.org/contact-clinical-neuropsychology.php, 
Epilepsy Journal Open Access Journal,https://www.omicsonline.org/epilepsy.php,https://www.omicsonline.org/editorialboard-epilepsy.php,https://www.omicsonline.org/archive-epilepsy.php,https://www.omicsonline.org/contact-epilepsy.php, ISSN: 2472-0895
International Journal of Emergency Mental Health and Human Resilience Open Access Journal,https://www.omicsonline.org/international-journal-of-emergency-mental-health-and-human-resilience.php,https://www.omicsonline.org/editorialboard-international-journal-of-emergency-mental-health-and-human-resilience.php,https://www.omicsonline.org/archive-international-journal-of-emergency-mental-health-and-human-resilience.php,https://www.omicsonline.org/contact-international-journal-of-emergency-mental-health-and-human-resilience.php, ISSN: 1522-4821
International Journal of Neurorehabilitation Open Access Journal,https://www.omicsonline.org/international-journal-of-neurorehabilitation.php,https://www.omicsonline.org/editorialboard-international-journal-of-neurorehabilitation-open-access.php,https://www.omicsonline.org/archive-international-journal-of-neurorehabilitation-open-access.php,https://www.omicsonline.org/contact-international-journal-of-neurorehabilitation-open-access.php, ISSN: 2376-0281
International Journal of School and Cognitive Psychology Open Access Journal,https://www.omicsonline.org/school-cognitive-psychology.php,https://www.omicsonline.org/editorialboard-school-cognitive-psychology-open-access.php,https://www.omicsonline.org/archive-school-cognitive-psychology-open-access.php,https://www.omicsonline.org/contact-school-cognitive-psychology-open-access.php, ISSN: 2469-9837
Journal of Addiction Research & Therapy Open Access Journal,https://www.omicsonline.org/addiction-research-therapy.php,https://www.omicsonline.org/editorialboard-addiction-research-therapy-open-access.php,https://www.omicsonline.org/archive-addiction-research-therapy-open-access.php,https://www.omicsonline.org/contact-addiction-research-therapy-open-access.php, ISSN: 2155-6105
Journal of Alcoholism & Drug Dependence Official Journal of International Society of Addiction Medicine,https://www.omicsonline.org/alcoholism-and-drug-dependence.php,https://www.omicsonline.org/editorialboard-alcoholism-and-drug-dependence-open-access.php,https://www.omicsonline.org/archive-alcoholism-and-drug-dependence-open-access.php,https://www.omicsonline.org/contact-alcoholism-and-drug-dependence-open-access.php, ISSN: 2329-6488
Journal of Alzheimers Disease & Parkinsonism Open Access Journal,https://www.omicsonline.org/alzheimers-disease-parkinsonism.php,https://www.omicsonline.org/editorialboard-alzheimers-disease-parkinsonism-open-access.php,https://www.omicsonline.org/archive-alzheimers-disease-parkinsonism-open-access.php,https://www.omicsonline.org/contact-alzheimers-disease-parkinsonism-open-access.php, ISSN: 2161-0460
Journal of Child and Adolescent Behaviour Open Access Journal,https://www.omicsonline.org/child-and-adolescent-behavior.php,https://www.omicsonline.org/editorialboard-child-and-adolescent-behaviour-open-access.php,https://www.omicsonline.org/archive-child-and-adolescent-behaviour-open-access.php,https://www.omicsonline.org/contact-child-and-adolescent-behaviour-open-access.php, ISSN: 2375-4494
Journal of Clinical & Experimental Neuroimmunology Open Access Journal,https://www.omicsonline.org/clinical-experimental-neuroimmunology.php,https://www.omicsonline.org/editorialboard-clinical-experimental-neuroimmunology.php,https://www.omicsonline.org/archive-clinical-experimental-neuroimmunology.php,https://www.omicsonline.org/contact-clinical-experimental-neuroimmunology.php, 
Journal of Dementia ,https://www.omicsonline.org/journal-dementia.php,https://www.omicsonline.org/editorialboard-journal-dementia.php,https://www.omicsonline.org/archive-journal-dementia.php,https://www.omicsonline.org/contact-journal-dementia.php, 
Journal of Depression and Anxiety Open Access Journal,https://www.omicsonline.org/depression-and-anxiety.php,https://www.omicsonline.org/editorialboard-depression-and-anxiety-open-access.php,https://www.omicsonline.org/archive-depression-and-anxiety-open-access.php,https://www.omicsonline.org/contact-depression-and-anxiety-open-access.php, ISSN: 2167-1044
Journal of Forensic Psychology Open Access Journal,https://www.omicsonline.org/forensic-psychology.php,https://www.omicsonline.org/editorialboard-forensic-psychology.php,https://www.omicsonline.org/archive-forensic-psychology.php,https://www.omicsonline.org/contact-forensic-psychology.php, ISSN: 2475-319X
Journal of Mental Disorders and Treatment Open Access Journal,https://www.omicsonline.org/mental-disorders-treatment.php,https://www.omicsonline.org/editorialboard-mental-disorders-treatment.php,https://www.omicsonline.org/archive-mental-disorders-treatment.php,https://www.omicsonline.org/contact-mental-disorders-treatment.php, ISSN: 2471-271X
Journal of Multiple Sclerosis Open Access Journal,https://www.omicsonline.org/multiple-sclerosis-open-access.php,https://www.omicsonline.org/editorialboard-multiple-sclerosis-open-access.php,https://www.omicsonline.org/archive-multiple-sclerosis-open-access.php,https://www.omicsonline.org/contact-multiple-sclerosis-open-access.php, ISSN: 2376-0389
Journal of Neuroinfectious Diseases Open Access Journal,https://www.omicsonline.org/neuroinfectious-diseases.php,https://www.omicsonline.org/editorialboard-neuroinfectious-diseases-open-access.php,https://www.omicsonline.org/archive-neuroinfectious-diseases-open-access.php,https://www.omicsonline.org/contact-neuroinfectious-diseases-open-access.php, E-ISSN: 2314-7326 P-ISSN: 2314-7334
"Journal of Neurological Disorders Open Access Journal, Official Journal of Bulgarian Society of Neurology (Europe)",https://www.omicsonline.org/neurological-disorders.php,https://www.omicsonline.org/editorialboard-neurological-disorders-open-access.php,https://www.omicsonline.org/archive-neurological-disorders-open-access.php,https://www.omicsonline.org/contact-neurological-disorders-open-access.php, ISSN: 2329-6895
"Journal of Neurology & Neurophysiology Open Access Journal, Official Journal of Bulgarian Society of Neurology (Europe)",https://www.omicsonline.org/neurology-neurophysiology.php,https://www.omicsonline.org/editorialboard-neurology-neurophysiology-open-access.php,https://www.omicsonline.org/archive-neurology-neurophysiology-open-access.php,https://www.omicsonline.org/contact-neurology-neurophysiology-open-access.php, ISSN: 2155-9562
Journal of Neuroscience and Neuropharmacology Open Access Journal,https://www.omicsonline.org/neurochemistry-neuropharmacology.php,https://www.omicsonline.org/editorialboard-neurochemistry-neuropharmacology.php,https://www.omicsonline.org/archive-neurochemistry-neuropharmacology.php,https://www.omicsonline.org/contact-neurochemistry-neuropharmacology.php, 
Journal of Pediatric Neurological Disorders Open Access Journal,https://www.omicsonline.org/pediatric-neurological-disorders.php,https://www.omicsonline.org/editorialboard-pediatric-neurological-disorders.php,https://www.omicsonline.org/archive-pediatric-neurological-disorders.php,https://www.omicsonline.org/contact-pediatric-neurological-disorders.php, 2572-5203
Journal of Pediatric Neurology and Medicine Open Access Journal,https://www.omicsonline.org/pediatric-neurology.php,https://www.omicsonline.org/editorialboard-pediatric-neurology.php,https://www.omicsonline.org/archive-pediatric-neurology.php,https://www.omicsonline.org/contact-pediatric-neurology.php, ISSN: 2472-100X 
Journal of Psychiatry Open Access Journal,https://www.omicsonline.org/journal-of-psychiatry.php,https://www.omicsonline.org/editorialboard-journal-of-psychiatry-open-access.php,https://www.omicsonline.org/archive-journal-of-psychiatry-open-access.php,https://www.omicsonline.org/contact-journal-of-psychiatry-open-access.php, ISSN: 2378-5756
Journal of Psychological Abnormalities Open Access Journal,https://www.omicsonline.org/psychological-abnormalities.php,https://www.omicsonline.org/editorialboard-psychological-abnormalities.php,https://www.omicsonline.org/archive-psychological-abnormalities.php,https://www.omicsonline.org/contact-psychological-abnormalities.php, ISSN: 2471-9900
"Journal of Psychology & Psychotherapy Open Access Journal, Official Journal of Psychology and Psychiatry for Adults & Children Association",https://www.omicsonline.org/psychology-psychotherapy.php,https://www.omicsonline.org/editorialboard-psychology-psychotherapy-open-access.php,https://www.omicsonline.org/archive-psychology-psychotherapy-open-access.php,https://www.omicsonline.org/contact-psychology-psychotherapy-open-access.php, ISSN: 2161-0487
Journal of Sleep Disorders & Therapy Open Access Journal,https://www.omicsonline.org/sleep-disorders-therapy.php,https://www.omicsonline.org/editorialboard-sleep-disorders-therapy-open-access.php,https://www.omicsonline.org/archive-sleep-disorders-therapy-open-access.php,https://www.omicsonline.org/contact-sleep-disorders-therapy-open-access.php, ISSN: 2167-0277
Journal of Spine Open Access Journal,https://www.omicsonline.org/spine.php,https://www.omicsonline.org/editorialboard-spine-open-access.php,https://www.omicsonline.org/archive-spine-open-access.php,https://www.omicsonline.org/contact-spine-open-access.php, ISSN: 2165-7939
Neuroscience and Psychiatry: Open Access ,https://www.omicsonline.org/neuroscience-psychiatry.php,https://www.omicsonline.org/editorialboard-neuroscience-psychiatry.php,https://www.omicsonline.org/archive-neuroscience-psychiatry.php,https://www.omicsonline.org/contact-neuroscience-psychiatry.php, 
The Neurologist: Clinical & Therapeutics Journal ,https://www.omicsonline.org/neurologist-clinical-therapeutics-journal.php,https://www.omicsonline.org/editorialboard-neurologist-clinical-therapeutics-journal.php,https://www.omicsonline.org/archive-neurologist-clinical-therapeutics-journal.php,https://www.omicsonline.org/contact-neurologist-clinical-therapeutics-journal.php, 
Advanced Practices in Nursing Open Access Journal,https://www.omicsonline.org/advanced-practices-nursing.php,https://www.omicsonline.org/editorialboard-advanced-practices-nursing.php,https://www.omicsonline.org/archive-advanced-practices-nursing.php,https://www.omicsonline.org/contact-advanced-practices-nursing.php, ISSN 2573-0347
Aerobics & Fitness Open Access Journal,https://www.omicsonline.org/aerobics-and-fitness.php,https://www.omicsonline.org/editorialboard-aerobics-and-fitness.php,https://www.omicsonline.org/archive-aerobics-and-fitness.php,https://www.omicsonline.org/contact-aerobics-and-fitness.php, 
Global Journal of Nursing & Forensic Studies Open Access Journal,https://www.omicsonline.org/global-journal-nursing-forensic-studies.php,https://www.omicsonline.org/editorialboard-global-journal-nursing-forensic-studies.php,https://www.omicsonline.org/archive-global-journal-nursing-forensic-studies.php,https://www.omicsonline.org/contact-global-journal-nursing-forensic-studies.php, ISSN: 2572-0899
Health Care : Current Reviews Open Access Journal,https://www.omicsonline.org/health-care-reviews.php,https://www.omicsonline.org/editorialboard-health-care-current-reviews-open-access.php,https://www.omicsonline.org/archive-health-care-current-reviews-open-access.php,https://www.omicsonline.org/contact-health-care-reviews.php, ISSN: 2375-4273
Health Economics & Outcome Research: Open Access Open Access Journal,https://www.omicsonline.org/health-economics-outcome-research.php,https://www.omicsonline.org/editorialboard-health-economics-outcome-research.php,https://www.omicsonline.org/archive-health-economics-outcome-research.php,https://www.omicsonline.org/contact-health-economics-outcome-research.php, ISSN: 2471-268X
International Journal of Public Health and Safety Open Access Journal,https://www.omicsonline.org/public-health-safety.php,https://www.omicsonline.org/editorialboard-public-health-safety.php,https://www.omicsonline.org/archive-public-health-safety.php,https://www.omicsonline.org/contact-public-health-safety.php, 
Journal of Community & Public Health Nursing Open Access Journal,https://www.omicsonline.org/community-public-health-nursing.php,https://www.omicsonline.org/editorialboard-community-public-health-nursing.php,https://www.omicsonline.org/archive-community-public-health-nursing.php,https://www.omicsonline.org/contact-community-public-health-nursing.php, ISSN: 2471-9846
Journal of Community Medicine & Health Education Open Access Journal,https://www.omicsonline.org/community-medicine-health-education.php,https://www.omicsonline.org/editorialboard-community-medicine-health-education-open-access.php,https://www.omicsonline.org/archive-community-medicine-health-education-open-access.php,https://www.omicsonline.org/contact-community-medicine-health-education-open-access.php, ISSN: 2161-0711
"Journal of Health Education Research & Development Open Access Journal, Official Journal of National Biosafety Association (ANBio)",https://www.omicsonline.org/health-education-research-and-development.php,https://www.omicsonline.org/editorialboard-health-education-research-and-development.php,https://www.omicsonline.org/archive-health-education-research-and-development.php,https://www.omicsonline.org/contact-health-education-research-and-development.php, ISSN: 2380-5439
Journal of Nursing & Care Open Access Journal,https://www.omicsonline.org/nursing-care.php,https://www.omicsonline.org/editorialboard-nursing-care-open-access.php,https://www.omicsonline.org/archive-nursing-care-open-access.php,https://www.omicsonline.org/contact-nursing-care-open-access.php, ISSN: 2167-1168
Journal of Patient Care Open Access Journal,https://www.omicsonline.org/patient-care.php,https://www.omicsonline.org/editorialboard-patient-care.php,https://www.omicsonline.org/archive-patient-care.php,https://www.omicsonline.org/contact-patient-care.php, ISSN: 2573-4598
Journal of Perioperative & Critical Intensive Care Nursing Open Access Journal,https://www.omicsonline.org/critical-intesive-care-nursing.php,https://www.omicsonline.org/editorialboard-critical-intesive-care-nursing.php,https://www.omicsonline.org/archive-critical-intesive-care-nursing.php,https://www.omicsonline.org/contact-critical-intesive-care-nursing.php, ISSN: 2471-9870
Journal of Women's Health Care Open Access Journal,https://www.omicsonline.org/womens-health-care.php,https://www.omicsonline.org/editorialboard-womens-health-care-open-access.php,https://www.omicsonline.org/archive-womens-health-care-open-access.php,https://www.omicsonline.org/contact-womens-health-care-open-access.php, ISSN: 2167-0420
Medical Safety & Global Health Open Access Journal,https://www.omicsonline.org/medical-safety-global-health.php,https://www.omicsonline.org/editorialboard-medical-safety-global-health.php,https://www.omicsonline.org/archive-medical-safety-global-health.php,https://www.omicsonline.org/contact-medical-safety-global-health.php, ISSN: 2574-0407
Primary Healthcare: Open Access Open Access Journal,https://www.omicsonline.org/primary-health-care-open-access.php,https://www.omicsonline.org/editorialboard-primary-health-care-open-access.php,https://www.omicsonline.org/archive-primary-health-care-open-access.php,https://www.omicsonline.org/contact-primary-health-care-open-access.php, ISSN: 2167-1079
Advances in Pharmacoepidemiology & Drug Safety Open Access Journal,https://www.omicsonline.org/advances-in-pharmacoepidemiology-drug-safety.php,https://www.omicsonline.org/editorialboard-advances-in-pharmacoepidemiology-drug-safety-open-access.php,https://www.omicsonline.org/archive-advances-in-pharmacoepidemiology-drug-safety-open-access.php,https://www.omicsonline.org/contact-advances-in-pharmacoepidemiology-drug-safety-open-access.php, ISSN: 2167-1052
Biochemistry & Pharmacology: Open Access Journal Open Access Journal,https://www.omicsonline.org/biochemistry-pharmacology-open-access.php,https://www.omicsonline.org/editorialboard-biochemistry-pharmacology-open-access.php,https://www.omicsonline.org/archive-biochemistry-pharmacology-open-access.php,https://www.omicsonline.org/contact-biochemistry-pharmacology-open-access.php, ISSN: 2167-0501
Clinical Pharmacology & Biopharmaceutics Open Access Journal,https://www.omicsonline.org/clinical-pharmacology-biopharmaceutics.php,https://www.omicsonline.org/editorialboard-clinical-pharmacology-biopharmaceutics-open-access.php,https://www.omicsonline.org/archive-clinical-pharmacology-biopharmaceutics-open-access.php,https://www.omicsonline.org/contact-clinical-pharmacology-biopharmaceutics-open-access.php, ISSN: 2167-065X
Drug Designing: Open Access Open Access Journal,https://www.omicsonline.org/drug-designing.php,https://www.omicsonline.org/editorialboard-drug-designing-open-access.php,https://www.omicsonline.org/archive-drug-designing-open-access.php,https://www.omicsonline.org/contact-drug-designing-open-access.php, ISSN: 2169-0138
International Journal of Research and Development in Pharmacy & Life Sciences Open Access Journal,https://www.omicsonline.org/research-and-development-in-pharmacy.php,https://www.omicsonline.org/editorialboard-research-and-development-in-pharmacy.php,https://www.omicsonline.org/archive-research-and-development-in-pharmacy.php,https://www.omicsonline.org/contact-research-and-development-in-pharmacy.php, ISSN: 2278-0238
Journal of Applied Pharmacy Open Access Journal,https://www.omicsonline.org/applied-pharmacy.php,https://www.omicsonline.org/editorialboard-applied-pharmacy.php,https://www.omicsonline.org/archive-applied-pharmacy.php,https://www.omicsonline.org/contact-applied-pharmacy.php, ISSN: 1920-4159
Journal of Bioanalysis & Biomedicine Open Access Journal,https://www.omicsonline.org/bioanalysis-biomedicine.php,https://www.omicsonline.org/editorialboard-bioanalysis-biomedicine-open-access.php,https://www.omicsonline.org/archive-bioanalysis-biomedicine-open-access.php,https://www.omicsonline.org/contact-bioanalysis-biomedicine-open-access.php, ISSN: 1948-593X
Journal of Bioequivalence & Bioavailability Official Journal of Association of Contract Research Organisations,https://www.omicsonline.org/bioequivalence-bioavailability.php,https://www.omicsonline.org/editorialboard-bioequivalence-bioavailability-open-access.php,https://www.omicsonline.org/archive-bioequivalence-bioavailability-open-access.php,https://www.omicsonline.org/contact-bioequivalence-bioavailability-open-access.php, ISSN: 0975-0851
Journal of Clinical & Experimental Pharmacology Open Access Journal,https://www.omicsonline.org/clinical-experimental-pharmacology.php,https://www.omicsonline.org/editorialboard-clinical-experimental-pharmacology-open-access.php,https://www.omicsonline.org/archive-clinical-experimental-pharmacology-open-access.php,https://www.omicsonline.org/contact-clinical-experimental-pharmacology-open-access.php, ISSN: 2161-1459
